# Sample Bank onboarding dataset — atm_operations (docs/data_engine/datasets/atm_operations.md).
# One row per (month, atm_id); 44 terminals x 12 reporting months (2025-07 .. 2026-06). Push ONE month per
# batch with as_of_date = that month-end (the per-month files atm_operations_YYYY-MM.csv are the push units).
# Amounts in cedis; cards_issued = new cards issued at the station in the month. Illustrative, not real bank data.
month,atm_id,station,region,branch_code,cards_issued,cards_active,min_withdrawal_ghs,max_withdrawal_ghs,txn_count,txn_value_ghs,cash_dispensed_ghs,downtime_hours,notes
2025-12-31,ATM-001,Head Office — Independence Avenue,Greater Accra,BR001,129,4370,20,2000,9694,4820660.68,4798824.34,8.5,
2025-12-31,ATM-002,Head Office — Independence Avenue (lobby 2),Greater Accra,BR001,75,4447,10,3000,9962,3179998.23,3150214.52,2.6,
2025-12-31,ATM-003,Osu Oxford Street,Greater Accra,BR002,111,4956,50,2000,8490,4000100.96,3947169.30,11.5,
2025-12-31,ATM-004,Accra Mall,Greater Accra,BR003,179,4620,20,2000,7989,3309069.79,3307524.63,12.0,
2025-12-31,ATM-005,Kotoka International Airport,Greater Accra,BR003,90,1903,10,2000,4074,1902138.68,1881621.87,12.7,
2025-12-31,ATM-006,Madina Market,Greater Accra,BR004,82,4640,20,3000,8675,2545139.22,2525575.97,4.2,
2025-12-31,ATM-007,Legon — University of Ghana,Greater Accra,BR005,146,4306,10,2000,9794,4520395.34,4508893.36,1.0,
2025-12-31,ATM-008,East Legon — Lagos Avenue,Greater Accra,BR006,79,2355,10,2000,3734,1204966.31,1197246.66,13.0,
2025-12-31,ATM-009,Spintex Road,Greater Accra,BR007,66,2170,50,3000,4014,1589096.23,1568620.54,9.8,
2025-12-31,ATM-010,Tema Community 1,Greater Accra,BR008,108,4810,20,5000,8114,4189114.02,4146615.14,4.2,
2025-12-31,ATM-011,Tema Harbour,Greater Accra,BR008,78,2334,10,2000,3949,1106619.88,1102924.98,9.7,
2025-12-31,ATM-012,Achimota Retail Centre,Greater Accra,BR009,41,2200,20,3000,4348,1451797.53,1431955.77,2.8,
2025-12-31,ATM-013,Kaneshie Market,Greater Accra,BR010,110,4661,10,3000,8970,3519811.05,3484339.32,7.0,
2025-12-31,ATM-014,Dansoman,Greater Accra,BR011,112,2266,20,2000,4774,2270815.04,2259075.06,2.9,
2025-12-31,ATM-015,Weija,Greater Accra,BR012,55,962,20,1000,1580,536201.70,528809.47,5.7,
2025-12-31,ATM-016,Kasoa,Central,BR013,51,1907,20,2000,4314,1408313.16,1405813.40,7.2,
2025-12-31,ATM-017,Ridge — Ministries,Greater Accra,BR014,75,2150,20,2000,4816,1552618.41,1549318.47,0.8,
2025-12-31,ATM-018,Circle — Kwame Nkrumah Interchange,Greater Accra,BR015,149,4616,20,5000,7980,2608670.08,2595192.52,1.0,
2025-12-31,ATM-019,Kumasi Adum,Ashanti,BR020,98,4758,20,5000,9627,4404371.30,4349846.12,10.2,
2025-12-31,ATM-020,Kumasi Kejetia,Ashanti,BR021,79,4556,10,3000,9790,3851864.13,3807113.28,0.0,
2025-12-31,ATM-021,Kumasi KNUST Campus,Ashanti,BR022,144,5055,20,5000,9210,3362687.80,3360432.20,5.8,
2025-12-31,ATM-022,Kumasi Asafo,Ashanti,BR023,100,2135,20,2000,4497,1926164.79,1907749.31,0.0,
2025-12-31,ATM-023,Kumasi Suame Magazine,Ashanti,BR024,73,2165,10,2000,3652,1731380.14,1705536.72,8.2,
2025-12-31,ATM-024,Kumasi Ahodwo,Ashanti,BR025,17,888,50,2000,1887,864355.32,862719.08,2.0,
2025-12-31,ATM-025,Obuasi,Ashanti,BR026,106,1875,20,3000,4580,1679582.44,1667387.11,2.0,
2025-12-31,ATM-026,Ejisu,Ashanti,BR027,31,1031,20,2000,1941,627249.48,623477.32,16.3,
2025-12-31,ATM-027,Konongo,Ashanti,BR028,35,1107,20,1000,1726,867353.46,858806.03,11.6,
2025-12-31,ATM-028,Takoradi Market Circle,Western,BR030,173,4628,20,2000,9939,2845218.62,2832699.17,6.7,
2025-12-31,ATM-029,Takoradi Harbour,Western,BR031,45,1935,10,3000,3807,1695904.24,1671123.92,13.4,
2025-12-31,ATM-030,Tarkwa,Western,BR032,54,2228,20,3000,4308,1466154.34,1450692.49,7.4,
2025-12-31,ATM-031,Sekondi,Western,BR033,57,992,10,1000,1987,819975.13,814620.54,0.0,
2025-12-31,ATM-032,Cape Coast — UCC Campus,Central,BR035,40,2065,20,5000,4290,1906425.52,1887031.76,7.8,
2025-12-31,ATM-033,Cape Coast Kotokuraba,Central,BR036,75,2570,10,2000,4238,1958224.57,1940949.10,5.1,
2025-12-31,ATM-034,Koforidua,Eastern,BR040,113,2240,20,5000,4224,1911931.94,1897613.10,5.3,
2025-12-31,ATM-035,Nkawkaw,Eastern,BR041,54,1014,10,1000,1720,723259.09,715036.12,2.8,
2025-12-31,ATM-036,Akosombo,Eastern,BR042,49,1011,20,1000,1635,735243.69,726060.83,0.0,
2025-12-31,ATM-037,Ho,Volta,BR045,39,2330,20,3000,4678,1503370.87,1498457.27,5.0,
2025-12-31,ATM-038,Aflao Border,Volta,BR046,29,921,50,1000,1532,438735.68,438679.29,8.9,
2025-12-31,ATM-039,Tamale Central,Northern,BR050,71,1898,20,2000,4520,1651351.14,1643499.70,4.8,
2025-12-31,ATM-040,Tamale — UDS Campus,Northern,BR051,102,2174,50,2000,4523,1801939.35,1788513.78,0.0,
2025-12-31,ATM-041,Sunyani,Bono,BR055,86,2113,10,3000,4802,2480738.66,2465029.73,8.6,
2025-12-31,ATM-042,Techiman Market,Bono East,BR056,41,2301,20,3000,4686,1790244.57,1770575.09,3.8,
2025-12-31,ATM-043,Bolgatanga,Upper East,BR060,45,1041,10,1000,2011,800067.14,798342.52,2.7,
2025-12-31,ATM-044,Wa,Upper West,BR065,32,811,20,1000,1620,672285.89,662494.94,20.9,
2026-01-31,ATM-001,Head Office — Independence Avenue,Greater Accra,BR001,155,4453,10,2000,6705,3326500.15,3307049.56,2.5,
2026-01-31,ATM-002,Head Office — Independence Avenue (lobby 2),Greater Accra,BR001,108,4656,50,3000,8419,4247270.98,4241706.06,15.0,
2026-01-31,ATM-003,Osu Oxford Street,Greater Accra,BR002,127,5137,50,2000,7892,3313361.27,3310256.84,6.9,
2026-01-31,ATM-004,Accra Mall,Greater Accra,BR003,156,4695,10,2000,6462,2606409.78,2602035.26,2.0,
2026-01-31,ATM-005,Kotoka International Airport,Greater Accra,BR003,42,1972,20,5000,3551,1097065.78,1082923.52,16.9,
2026-01-31,ATM-006,Madina Market,Greater Accra,BR004,171,4872,20,5000,6966,3095316.76,3057607.49,11.9,
2026-01-31,ATM-007,Legon — University of Ghana,Greater Accra,BR005,74,4494,10,2000,8164,3652522.27,3607938.90,1.7,
2026-01-31,ATM-008,East Legon — Lagos Avenue,Greater Accra,BR006,101,2494,10,5000,3131,998816.50,994895.99,0.0,
2026-01-31,ATM-009,Spintex Road,Greater Accra,BR007,126,2236,20,5000,3121,1504133.84,1495191.41,7.2,
2026-01-31,ATM-010,Tema Community 1,Greater Accra,BR008,107,5061,10,2000,7023,2356514.80,2331372.37,3.2,
2026-01-31,ATM-011,Tema Harbour,Greater Accra,BR008,62,2428,20,5000,3284,1507338.79,1503985.28,0.8,
2026-01-31,ATM-012,Achimota Retail Centre,Greater Accra,BR009,92,2240,20,2000,3961,1735657.70,1710923.15,4.2,
2026-01-31,ATM-013,Kaneshie Market,Greater Accra,BR010,128,4872,20,5000,7132,3396880.70,3364987.44,1.7,
2026-01-31,ATM-014,Dansoman,Greater Accra,BR011,78,2354,20,3000,3385,1435487.70,1434394.09,1.2,
2026-01-31,ATM-015,Weija,Greater Accra,BR012,25,1001,20,1000,1691,813277.49,804864.39,13.9,
2026-01-31,ATM-016,Kasoa,Central,BR013,38,1950,10,2000,3574,1189229.27,1174063.84,7.4,
2026-01-31,ATM-017,Ridge — Ministries,Greater Accra,BR014,124,2234,10,3000,3679,1691024.74,1666914.10,4.5,
2026-01-31,ATM-018,Circle — Kwame Nkrumah Interchange,Greater Accra,BR015,188,4723,50,2000,8477,3316287.30,3296654.44,5.9,
2026-01-31,ATM-019,Kumasi Adum,Ashanti,BR020,106,4996,50,2000,7273,3416759.06,3383897.21,16.1,
2026-01-31,ATM-020,Kumasi Kejetia,Ashanti,BR021,116,4684,20,2000,7890,4005864.06,3982293.93,8.8,
2026-01-31,ATM-021,Kumasi KNUST Campus,Ashanti,BR022,189,5106,20,3000,8610,4323330.42,4318226.75,0.0,
2026-01-31,ATM-022,Kumasi Asafo,Ashanti,BR023,68,2208,20,2000,3104,1065503.81,1064730.74,12.5,
2026-01-31,ATM-023,Kumasi Suame Magazine,Ashanti,BR024,70,2261,10,3000,3959,1982945.47,1967705.18,11.3,
2026-01-31,ATM-024,Kumasi Ahodwo,Ashanti,BR025,33,977,50,2000,1480,511608.09,507401.24,0.0,
2026-01-31,ATM-025,Obuasi,Ashanti,BR026,128,2001,10,2000,3914,1755222.19,1737055.16,5.7,
2026-01-31,ATM-026,Ejisu,Ashanti,BR027,57,1111,10,1000,1602,804491.86,798211.65,1.8,
2026-01-31,ATM-027,Konongo,Ashanti,BR028,54,1143,20,2000,1326,565002.14,556752.21,6.5,
2026-01-31,ATM-028,Takoradi Market Circle,Western,BR030,97,4889,20,2000,8617,2425079.04,2418121.49,7.0,
2026-01-31,ATM-029,Takoradi Harbour,Western,BR031,95,1970,10,2000,4129,1783803.38,1758320.59,9.9,
2026-01-31,ATM-030,Tarkwa,Western,BR032,117,2282,20,3000,3384,1733665.62,1726378.87,3.1,
2026-01-31,ATM-031,Sekondi,Western,BR033,28,1068,10,2000,1301,368177.87,367076.91,7.4,
2026-01-31,ATM-032,Cape Coast — UCC Campus,Central,BR035,116,2220,10,2000,3636,1755964.55,1731810.54,0.0,
2026-01-31,ATM-033,Cape Coast Kotokuraba,Central,BR036,53,2695,10,2000,4007,1510223.50,1505725.51,10.1,
2026-01-31,ATM-034,Koforidua,Eastern,BR040,108,2417,20,2000,3921,1405739.45,1391659.06,12.2,
2026-01-31,ATM-035,Nkawkaw,Eastern,BR041,17,1067,20,2000,1401,589412.06,582460.92,0.0,
2026-01-31,ATM-036,Akosombo,Eastern,BR042,44,1063,10,2000,1453,649519.71,640018.93,8.4,
2026-01-31,ATM-037,Ho,Volta,BR045,77,2382,10,3000,3523,1238320.16,1234822.78,7.3,
2026-01-31,ATM-038,Aflao Border,Volta,BR046,52,994,20,1000,1389,638320.72,637581.47,11.4,
2026-01-31,ATM-039,Tamale Central,Northern,BR050,76,2000,10,5000,3803,1367931.58,1347904.53,10.3,
2026-01-31,ATM-040,Tamale — UDS Campus,Northern,BR051,117,2320,10,3000,3344,1381705.72,1363304.11,8.1,
2026-01-31,ATM-041,Sunyani,Bono,BR055,42,2213,10,2000,3787,1779058.81,1754771.89,10.2,
2026-01-31,ATM-042,Techiman Market,Bono East,BR056,50,2371,10,2000,3661,1041417.08,1036236.59,1.5,
2026-01-31,ATM-043,Bolgatanga,Upper East,BR060,62,1096,20,2000,1414,613691.29,609577.94,0.0,
2026-01-31,ATM-044,Wa,Upper West,BR065,27,841,20,2000,1689,605798.89,598148.66,2.1,
2026-02-28,ATM-001,Head Office — Independence Avenue,Greater Accra,BR001,93,4644,50,5000,8458,2471277.06,2442819.60,6.4,
2026-02-28,ATM-002,Head Office — Independence Avenue (lobby 2),Greater Accra,BR001,169,4872,10,2000,8181,3333095.69,3295333.66,9.7,
2026-02-28,ATM-003,Osu Oxford Street,Greater Accra,BR002,124,5309,20,3000,7503,2750606.20,2714028.66,0.2,
2026-02-28,ATM-004,Accra Mall,Greater Accra,BR003,100,4766,10,2000,7116,2304540.94,2295304.05,2.5,
2026-02-28,ATM-005,Kotoka International Airport,Greater Accra,BR003,46,2113,10,3000,3474,1544725.66,1522773.83,7.3,
2026-02-28,ATM-006,Madina Market,Greater Accra,BR004,80,4940,20,2000,6604,2197139.83,2174265.20,3.1,
2026-02-28,ATM-007,Legon — University of Ghana,Greater Accra,BR005,69,4705,50,2000,7768,2980784.52,2943575.82,0.0,
2026-02-28,ATM-008,East Legon — Lagos Avenue,Greater Accra,BR006,81,2603,50,2000,3392,1547831.46,1525071.54,8.1,
2026-02-28,ATM-009,Spintex Road,Greater Accra,BR007,81,2381,10,2000,3536,1075469.53,1073890.70,11.9,
2026-02-28,ATM-010,Tema Community 1,Greater Accra,BR008,162,5154,10,2000,7578,3032837.62,2993918.52,2.9,
2026-02-28,ATM-011,Tema Harbour,Greater Accra,BR008,89,2555,20,2000,3732,1642500.34,1638271.69,10.7,
2026-02-28,ATM-012,Achimota Retail Centre,Greater Accra,BR009,81,2412,20,5000,3550,1708846.79,1704452.07,11.6,
2026-02-28,ATM-013,Kaneshie Market,Greater Accra,BR010,118,5017,20,2000,6860,3203473.66,3200578.25,4.2,
2026-02-28,ATM-014,Dansoman,Greater Accra,BR011,93,2522,10,2000,4138,1747734.95,1734210.13,3.2,
2026-02-28,ATM-015,Weija,Greater Accra,BR012,38,1054,10,2000,1648,677603.66,672152.29,1.6,
2026-02-28,ATM-016,Kasoa,Central,BR013,95,2040,10,2000,3188,954028.90,940224.75,11.5,
2026-02-28,ATM-017,Ridge — Ministries,Greater Accra,BR014,116,2372,50,3000,3463,1057127.60,1043281.73,6.1,
2026-02-28,ATM-018,Circle — Kwame Nkrumah Interchange,Greater Accra,BR015,138,4788,10,2000,6849,2258933.36,2233363.49,11.5,
2026-02-28,ATM-019,Kumasi Adum,Ashanti,BR020,104,5168,10,2000,6618,2959991.50,2931787.92,0.0,
2026-02-28,ATM-020,Kumasi Kejetia,Ashanti,BR021,169,4908,20,5000,8053,2386362.36,2379762.10,0.0,
2026-02-28,ATM-021,Kumasi KNUST Campus,Ashanti,BR022,123,5292,20,2000,7129,2366009.70,2348362.93,8.8,
2026-02-28,ATM-022,Kumasi Asafo,Ashanti,BR023,62,2329,20,2000,4019,1747244.84,1737091.88,3.0,
2026-02-28,ATM-023,Kumasi Suame Magazine,Ashanti,BR024,69,2332,50,2000,3422,1486040.14,1476254.93,0.1,
2026-02-28,ATM-024,Kumasi Ahodwo,Ashanti,BR025,24,1004,20,2000,1716,765365.46,755852.57,0.5,
2026-02-28,ATM-025,Obuasi,Ashanti,BR026,53,2159,50,2000,4064,1427258.26,1406231.55,2.9,
2026-02-28,ATM-026,Ejisu,Ashanti,BR027,51,1163,20,2000,1702,480501.56,475971.62,12.0,
2026-02-28,ATM-027,Konongo,Ashanti,BR028,17,1231,10,2000,1655,629393.02,624722.29,1.1,
2026-02-28,ATM-028,Takoradi Market Circle,Western,BR030,140,5022,20,5000,7368,2228322.18,2213929.33,14.9,
2026-02-28,ATM-029,Takoradi Harbour,Western,BR031,100,2090,10,5000,3713,1912629.68,1885579.17,5.3,
2026-02-28,ATM-030,Tarkwa,Western,BR032,75,2355,20,2000,3863,1306700.45,1290154.05,9.3,
2026-02-28,ATM-031,Sekondi,Western,BR033,29,1123,50,1000,1517,625203.01,621833.47,22.9,
2026-02-28,ATM-032,Cape Coast — UCC Campus,Central,BR035,58,2383,20,2000,4034,1963869.84,1946365.61,9.4,
2026-02-28,ATM-033,Cape Coast Kotokuraba,Central,BR036,119,2816,50,3000,3355,967789.50,954557.70,9.2,
2026-02-28,ATM-034,Koforidua,Eastern,BR040,59,2491,10,3000,3331,1630729.96,1610111.24,4.9,
2026-02-28,ATM-035,Nkawkaw,Eastern,BR041,23,1098,10,1000,1683,583198.42,576606.12,2.1,
2026-02-28,ATM-036,Akosombo,Eastern,BR042,15,1122,20,2000,1326,614265.45,614157.66,0.0,
2026-02-28,ATM-037,Ho,Volta,BR045,42,2419,10,3000,4056,1573524.02,1561184.91,6.4,
2026-02-28,ATM-038,Aflao Border,Volta,BR046,52,1043,10,2000,1466,470385.84,463484.90,17.7,
2026-02-28,ATM-039,Tamale Central,Northern,BR050,44,2098,20,2000,3427,1707534.67,1704540.01,8.8,
2026-02-28,ATM-040,Tamale — UDS Campus,Northern,BR051,59,2499,10,2000,3535,1267698.64,1261703.79,0.0,
2026-02-28,ATM-041,Sunyani,Bono,BR055,85,2310,20,2000,3318,955266.10,950227.54,10.5,
2026-02-28,ATM-042,Techiman Market,Bono East,BR056,104,2458,20,2000,3651,1282025.01,1267526.43,7.3,
2026-02-28,ATM-043,Bolgatanga,Upper East,BR060,21,1144,50,1000,1582,700199.58,696517.87,5.3,
2026-02-28,ATM-044,Wa,Upper West,BR065,33,926,20,1000,1551,460777.48,456541.23,16.9,
2026-03-31,ATM-001,Head Office — Independence Avenue,Greater Accra,BR001,95,4806,10,5000,7364,3014641.47,3013414.75,16.3,
2026-03-31,ATM-002,Head Office — Independence Avenue (lobby 2),Greater Accra,BR001,112,5092,50,2000,7345,2825847.11,2791190.45,8.9,
2026-03-31,ATM-003,Osu Oxford Street,Greater Accra,BR002,120,5542,10,5000,7755,2416419.26,2403266.59,10.7,
2026-03-31,ATM-004,Accra Mall,Greater Accra,BR003,82,4878,50,5000,8003,2768409.27,2744293.42,2.0,
2026-03-31,ATM-005,Kotoka International Airport,Greater Accra,BR003,72,2176,10,2000,3974,1308800.08,1292431.26,12.2,
2026-03-31,ATM-006,Madina Market,Greater Accra,BR004,129,5202,20,5000,8374,3304456.81,3284373.00,0.6,
2026-03-31,ATM-007,Legon — University of Ghana,Greater Accra,BR005,113,4839,10,2000,7053,3505910.46,3490030.62,1.8,
2026-03-31,ATM-008,East Legon — Lagos Avenue,Greater Accra,BR006,51,2699,10,2000,3327,1266970.88,1262856.12,6.4,
2026-03-31,ATM-009,Spintex Road,Greater Accra,BR007,109,2485,20,5000,4122,1946649.43,1922834.95,6.4,
2026-03-31,ATM-010,Tema Community 1,Greater Accra,BR008,58,5397,10,2000,8178,3197396.57,3163720.08,0.0,
2026-03-31,ATM-011,Tema Harbour,Greater Accra,BR008,48,2616,20,2000,3789,1498892.12,1490555.88,9.4,
2026-03-31,ATM-012,Achimota Retail Centre,Greater Accra,BR009,36,2518,10,2000,3998,1355016.25,1347482.73,13.7,
2026-03-31,ATM-013,Kaneshie Market,Greater Accra,BR010,147,5140,10,2000,8005,2859745.06,2820216.30,9.3,
2026-03-31,ATM-014,Dansoman,Greater Accra,BR011,64,2629,10,2000,4034,1673873.34,1654097.34,10.4,
2026-03-31,ATM-015,Weija,Greater Accra,BR012,54,1122,50,1000,1509,744525.70,742085.62,21.6,
2026-03-31,ATM-016,Kasoa,Central,BR013,60,2115,20,3000,3832,1932665.38,1920947.30,6.2,
2026-03-31,ATM-017,Ridge — Ministries,Greater Accra,BR014,67,2417,10,2000,3396,1183330.01,1173685.58,5.4,
2026-03-31,ATM-018,Circle — Kwame Nkrumah Interchange,Greater Accra,BR015,61,5013,20,5000,7073,2701970.17,2700968.15,7.3,
2026-03-31,ATM-019,Kumasi Adum,Ashanti,BR020,169,5374,10,2000,7170,2016892.10,1989840.79,17.1,
2026-03-31,ATM-020,Kumasi Kejetia,Ashanti,BR021,162,4981,20,5000,7329,3024601.05,3022005.26,5.5,
2026-03-31,ATM-021,Kumasi KNUST Campus,Ashanti,BR022,62,5439,20,5000,8404,3521851.12,3470277.07,7.5,
2026-03-31,ATM-022,Kumasi Asafo,Ashanti,BR023,93,2363,20,3000,3636,1419375.01,1402428.95,14.6,
2026-03-31,ATM-023,Kumasi Suame Magazine,Ashanti,BR024,45,2428,10,3000,3939,1462968.77,1445753.47,6.8,
2026-03-31,ATM-024,Kumasi Ahodwo,Ashanti,BR025,38,1064,50,2000,1460,677562.26,676342.25,16.8,
2026-03-31,ATM-025,Obuasi,Ashanti,BR026,64,2334,10,2000,3502,1115102.02,1100654.15,10.2,
2026-03-31,ATM-026,Ejisu,Ashanti,BR027,42,1208,20,2000,1385,531605.07,531264.54,0.0,
2026-03-31,ATM-027,Konongo,Ashanti,BR028,45,1291,50,1000,1373,620042.78,614034.11,0.0,
2026-03-31,ATM-028,Takoradi Market Circle,Western,BR030,162,5245,10,3000,7259,3149872.66,3145189.46,13.0,
2026-03-31,ATM-029,Takoradi Harbour,Western,BR031,53,2261,10,2000,3535,1748419.01,1733133.81,8.2,
2026-03-31,ATM-030,Tarkwa,Western,BR032,81,2431,10,2000,3668,1614943.40,1604005.42,11.4,
2026-03-31,ATM-031,Sekondi,Western,BR033,18,1170,20,2000,1542,686088.10,678716.38,5.6,
2026-03-31,ATM-032,Cape Coast — UCC Campus,Central,BR035,76,2524,10,5000,4097,1626600.18,1623281.50,5.3,
2026-03-31,ATM-033,Cape Coast Kotokuraba,Central,BR036,106,2911,20,2000,3357,1441108.76,1428399.21,0.0,
2026-03-31,ATM-034,Koforidua,Eastern,BR040,49,2592,20,2000,3742,1875574.95,1856795.88,8.9,
2026-03-31,ATM-035,Nkawkaw,Eastern,BR041,39,1131,10,2000,1665,694127.84,692488.04,6.5,
2026-03-31,ATM-036,Akosombo,Eastern,BR042,48,1198,10,1000,1349,500015.96,493535.61,15.9,
2026-03-31,ATM-037,Ho,Volta,BR045,71,2532,10,3000,3705,1647554.98,1636884.74,0.0,
2026-03-31,ATM-038,Aflao Border,Volta,BR046,35,1065,10,1000,1444,452724.29,447106.82,0.0,
2026-03-31,ATM-039,Tamale Central,Northern,BR050,93,2131,10,5000,3427,1307233.56,1300094.89,6.3,
2026-03-31,ATM-040,Tamale — UDS Campus,Northern,BR051,42,2610,20,2000,3662,1746456.33,1733483.99,0.0,
2026-03-31,ATM-041,Sunyani,Bono,BR055,32,2439,10,2000,3734,1434929.00,1425937.61,1.5,
2026-03-31,ATM-042,Techiman Market,Bono East,BR056,33,2572,10,3000,3677,1371812.77,1357284.03,9.7,
2026-03-31,ATM-043,Bolgatanga,Upper East,BR060,26,1213,10,2000,1358,537444.96,532535.69,2.5,
2026-03-31,ATM-044,Wa,Upper West,BR065,35,962,20,1000,1706,600680.05,597157.00,16.3,
2026-04-30,ATM-001,Head Office — Independence Avenue,Greater Accra,BR001,57,4932,50,2000,6537,1855113.82,1832393.71,8.1,
2026-04-30,ATM-002,Head Office — Independence Avenue (lobby 2),Greater Accra,BR001,110,5234,10,5000,8195,3585091.09,3540081.84,10.8,
2026-04-30,ATM-003,Osu Oxford Street,Greater Accra,BR002,157,5661,10,5000,7383,2416151.39,2392227.23,2.0,
2026-04-30,ATM-004,Accra Mall,Greater Accra,BR003,80,4947,10,2000,7726,3497320.89,3480134.45,8.9,
2026-04-30,ATM-005,Kotoka International Airport,Greater Accra,BR003,88,2309,10,5000,3839,1870565.43,1855669.60,10.1,
2026-04-30,ATM-006,Madina Market,Greater Accra,BR004,134,5321,10,5000,7324,2468193.75,2449538.37,12.2,
2026-04-30,ATM-007,Legon — University of Ghana,Greater Accra,BR005,152,5027,10,3000,7051,2598329.21,2585246.36,3.0,
2026-04-30,ATM-008,East Legon — Lagos Avenue,Greater Accra,BR006,32,2806,10,5000,3948,1523675.58,1504464.19,1.0,
2026-04-30,ATM-009,Spintex Road,Greater Accra,BR007,117,2652,20,2000,3421,981868.02,974488.15,3.5,
2026-04-30,ATM-010,Tema Community 1,Greater Accra,BR008,50,5555,50,5000,8429,3547357.50,3507799.38,4.7,
2026-04-30,ATM-011,Tema Harbour,Greater Accra,BR008,114,2657,10,2000,3264,1093817.82,1091672.61,8.8,
2026-04-30,ATM-012,Achimota Retail Centre,Greater Accra,BR009,77,2554,10,2000,4022,1508906.94,1503225.64,2.0,
2026-04-30,ATM-013,Kaneshie Market,Greater Accra,BR010,60,5203,50,2000,6454,2406107.97,2370415.16,0.0,
2026-04-30,ATM-014,Dansoman,Greater Accra,BR011,117,2666,10,2000,4013,1846971.36,1820658.26,2.6,
2026-04-30,ATM-015,Weija,Greater Accra,BR012,17,1141,50,1000,1712,737362.52,732060.33,30.0,extended outage: link / power failure
2026-04-30,ATM-016,Kasoa,Central,BR013,100,2221,10,3000,3262,1226230.54,1217020.12,8.6,
2026-04-30,ATM-017,Ridge — Ministries,Greater Accra,BR014,95,2531,10,5000,3519,1166821.39,1163725.47,15.5,
2026-04-30,ATM-018,Circle — Kwame Nkrumah Interchange,Greater Accra,BR015,48,5143,20,2000,6936,2916263.55,2894655.83,8.3,
2026-04-30,ATM-019,Kumasi Adum,Ashanti,BR020,126,5476,10,2000,7980,3033069.47,3004738.01,9.3,
2026-04-30,ATM-020,Kumasi Kejetia,Ashanti,BR021,159,5159,10,3000,6807,2785047.70,2751145.99,5.6,
2026-04-30,ATM-021,Kumasi KNUST Campus,Ashanti,BR022,75,5500,20,2000,8331,3473035.57,3472796.89,12.3,
2026-04-30,ATM-022,Kumasi Asafo,Ashanti,BR023,44,2516,20,2000,3516,1209419.18,1202389.24,0.0,
2026-04-30,ATM-023,Kumasi Suame Magazine,Ashanti,BR024,76,2594,20,3000,3599,1465028.72,1452884.06,5.3,
2026-04-30,ATM-024,Kumasi Ahodwo,Ashanti,BR025,22,1092,20,2000,1572,532066.15,528710.49,0.0,
2026-04-30,ATM-025,Obuasi,Ashanti,BR026,73,2501,20,2000,4096,1731555.58,1717309.37,0.0,
2026-04-30,ATM-026,Ejisu,Ashanti,BR027,49,1268,10,1000,1415,734812.44,729900.04,1.2,
2026-04-30,ATM-027,Konongo,Ashanti,BR028,58,1307,20,2000,1377,611863.70,611017.89,0.0,
2026-04-30,ATM-028,Takoradi Market Circle,Western,BR030,58,5448,20,2000,7786,2278449.10,2246546.30,7.9,
2026-04-30,ATM-029,Takoradi Harbour,Western,BR031,119,2305,20,5000,3604,1171733.00,1159789.24,5.1,
2026-04-30,ATM-030,Tarkwa,Western,BR032,67,2489,20,2000,4110,1695203.95,1677320.53,2.7,
2026-04-30,ATM-031,Sekondi,Western,BR033,28,1206,20,2000,1447,674415.54,664639.21,12.2,
2026-04-30,ATM-032,Cape Coast — UCC Campus,Central,BR035,72,2675,20,5000,3377,1499128.85,1484817.59,0.5,
2026-04-30,ATM-033,Cape Coast Kotokuraba,Central,BR036,119,2963,10,2000,3792,1860569.84,1854049.43,0.0,
2026-04-30,ATM-034,Koforidua,Eastern,BR040,118,2635,50,2000,3070,1553691.36,1553068.25,2.5,
2026-04-30,ATM-035,Nkawkaw,Eastern,BR041,58,1201,20,2000,1368,538670.76,537602.09,16.4,
2026-04-30,ATM-036,Akosombo,Eastern,BR042,57,1265,20,2000,1719,770476.87,762177.20,0.3,
2026-04-30,ATM-037,Ho,Volta,BR045,31,2649,10,3000,3116,1606277.44,1599690.15,3.4,
2026-04-30,ATM-038,Aflao Border,Volta,BR046,15,1091,10,2000,1669,733488.75,732632.71,21.0,
2026-04-30,ATM-039,Tamale Central,Northern,BR050,33,2282,50,5000,3937,2038265.13,2030623.43,9.9,
2026-04-30,ATM-040,Tamale — UDS Campus,Northern,BR051,55,2747,10,2000,3419,1138899.92,1130981.02,13.7,
2026-04-30,ATM-041,Sunyani,Bono,BR055,73,2492,10,2000,3129,1312751.17,1300207.59,9.3,
2026-04-30,ATM-042,Techiman Market,Bono East,BR056,104,2607,20,2000,3130,1345029.14,1343693.49,11.9,
2026-04-30,ATM-043,Bolgatanga,Upper East,BR060,47,1284,10,1000,1576,666627.68,664178.40,16.1,
2026-04-30,ATM-044,Wa,Upper West,BR065,51,1005,10,1000,1376,607129.27,604706.59,8.3,
2026-05-31,ATM-001,Head Office — Independence Avenue,Greater Accra,BR001,155,4987,20,2000,8534,4124241.79,4094786.51,4.2,
2026-05-31,ATM-002,Head Office — Independence Avenue (lobby 2),Greater Accra,BR001,162,5467,50,3000,7616,2529953.55,2511015.62,5.8,
2026-05-31,ATM-003,Osu Oxford Street,Greater Accra,BR002,62,5824,20,5000,7895,3840220.13,3823846.91,2.9,
2026-05-31,ATM-004,Accra Mall,Greater Accra,BR003,93,5178,20,5000,6479,2467277.34,2463298.16,3.0,
